en_Tienda;edad;articulo;monto;region;;;;;;;;;;;
virtual;54;4;245.62;san jose;;;;;;;;;;;
fisica;76;1;435.87;cartago;;;;;;;;;;;
fisica;39;5;205.65;cartago;;;;;;;;;;;
fisica;27;3;930.72;limon;;;;;;;;;;;
virtual;46;5;467.91;san jose;;;;;;;;;;;
virtual;20;5;755.47;puntarenas;;;;;;;;;;;
fisica;23;2;689.52;limon;;;;;;;;;;;
virtual;53;8;635.35;limon;;;;;;;;;;;
fisica;46;5;46.74;cartago;;;;;;;;;;;
fisica;27;4;133.37;puntarenas;;;;;;;;;;;
fisica;76;4;50.05;cartago;;;;;;;;;;;
fisica;39;5;436.54;cartago;;;;;;;;;;;
virtual;38;5;773.09;puntarenas;;;;;;;;;;;
virtual;31;3;690.41;san jose;;;;;;;;;;;
fisica;47;3;299.11;cartago;;;;;;;;;;;
virtual;54;1;90.99;san jose;;;;;;;;;;;
fisica;64;8;418.56;cartago;;;;;;;;;;;
fisica;23;4;2426.5;puntarenas;;;;;;;;;;;
fisica;34;3;880.26;puntarenas;;;;;;;;;;;
virtual;47;2;147.03;san jose;;;;;;;;;;;
virtual;31;1;1150.1;puntarenas;;;;;;;;;;;
fisica;29;7;2435.5;puntarenas;;;;;;;;;;;
fisica;71;5;385.7;cartago;;;;;;;;;;;
virtual;52;1;1623;san jose;;;;;;;;;;;
virtual;39;8;566.9;limon;;;;;;;;;;;
fisica;47;1;434.06;cartago;;;;;;;;;;;
virtual;31;6;979.69;puntarenas;;;;;;;;;;;
virtual;27;5;95.14;san jose;;;;;;;;;;;
virtual;45;7;782.3;limon;;;;;;;;;;;
virtual;26;5;720.09;limon;;;;;;;;;;;
fisica;32;3;1282.1;limon;;;;;;;;;;;
virtual;43;6;967.25;san jose;;;;;;;;;;;
fisica;56;7;255.32;cartago;;;;;;;;;;;
virtual;25;5;679.17;puntarenas;;;;;;;;;;;
virtual;29;4;822.87;puntarenas;;;;;;;;;;;
virtual;22;5;348.2;puntarenas;;;;;;;;;;;
virtual;31;5;960.92;limon;;;;;;;;;;;
fisica;37;3;2330.6;puntarenas;;;;;;;;;;;
virtual;27;4;239.22;puntarenas;;;;;;;;;;;
virtual;51;2;58.27;puntarenas;;;;;;;;;;;
fisica;66;3;484.01;cartago;;;;;;;;;;;
fisica;81;6;200.79;cartago;;;;;;;;;;;
fisica;62;6;410.51;cartago;;;;;;;;;;;
virtual;45;6;403.55;san jose;;;;;;;;;;;
virtual;62;8;83.42;limon;;;;;;;;;;;
virtual;56;4;859.34;limon;;;;;;;;;;;
fisica;59;5;29.63;cartago;;;;;;;;;;;
virtual;25;7;428.31;puntarenas;;;;;;;;;;;
virtual;55;1;1280.3;puntarenas;;;;;;;;;;;
fisica;36;6;1330.6;puntarenas;;;;;;;;;;;
virtual;21;2;125.15;san jose;;;;;;;;;;;
fisica;37;2;1727.8;puntarenas;;;;;;;;;;;
virtual;22;1;1705.8;puntarenas;;;;;;;;;;;
virtual;46;6;1666;san jose;;;;;;;;;;;
virtual;64;6;269.61;limon;;;;;;;;;;;
virtual;35;8;1535.7;san jose;;;;;;;;;;;
virtual;20;3;1399.8;san jose;;;;;;;;;;;
fisica;72;8;142.99;cartago;;;;;;;;;;;
fisica;57;5;224.05;cartago;;;;;;;;;;;
virtual;54;6;628.36;san jose;;;;;;;;;;;
virtual;54;5;986.25;puntarenas;;;;;;;;;;;
virtual;28;5;1000.3;puntarenas;;;;;;;;;;;
fisica;72;5;306.73;san jose;;;;;;;;;;;
virtual;53;3;125.64;limon;;;;;;;;;;;
fisica;49;6;1145.3;limon;;;;;;;;;;;
virtual;22;5;175.67;puntarenas;;;;;;;;;;;
virtual;40;3;634.05;san jose;;;;;;;;;;;
fisica;20;8;2999.2;limon;;;;;;;;;;;
fisica;51;7;197.07;limon;;;;;;;;;;;
fisica;49;7;33.11;cartago;;;;;;;;;;;
fisica;25;8;267.95;puntarenas;;;;;;;;;;;
virtual;41;2;908.27;puntarenas;;;;;;;;;;;
fisica;84;5;98.75;cartago;;;;;;;;;;;
fisica;68;8;303.89;cartago;;;;;;;;;;;
fisica;51;4;1810.9;puntarenas;;;;;;;;;;;
virtual;63;7;155.59;limon;;;;;;;;;;;
virtual;34;3;1674.9;puntarenas;;;;;;;;;;;
virtual;65;3;490.48;san jose;;;;;;;;;;;
virtual;50;3;1350.3;puntarenas;;;;;;;;;;;
virtual;50;4;251.87;san jose;;;;;;;;;;;
virtual;32;3;140.11;puntarenas;;;;;;;;;;;
virtual;39;8;647.63;san jose;;;;;;;;;;;
fisica;50;5;1106.6;puntarenas;;;;;;;;;;;
virtual;53;5;1800.4;puntarenas;;;;;;;;;;;
virtual;48;7;476.77;limon;;;;;;;;;;;
virtual;20;2;140.07;puntarenas;;;;;;;;;;;
fisica;22;8;1375.7;limon;;;;;;;;;;;
fisica;73;2;184.49;cartago;;;;;;;;;;;
virtual;35;2;697.05;limon;;;;;;;;;;;
virtual;45;6;110.08;puntarenas;;;;;;;;;;;
fisica;25;3;1812.5;limon;;;;;;;;;;;
virtual;33;8;618.49;san jose;;;;;;;;;;;
virtual;28;6;1303.1;san jose;;;;;;;;;;;
fisica;33;8;211.96;cartago;;;;;;;;;;;
fisica;80;4;136.7;cartago;;;;;;;;;;;
fisica;69;5;476.67;cartago;;;;;;;;;;;
fisica;73;2;366.41;cartago;;;;;;;;;;;
fisica;56;3;441.99;cartago;;;;;;;;;;;
fisica;83;1;479.91;cartago;;;;;;;;;;;
virtual;29;2;77.45;limon;;;;;;;;;;;
fisica;36;2;150.2;cartago;;;;;;;;;;;
fisica;50;5;433.5;cartago;;;;;;;;;;;
virtual;52;4;172.78;limon;;;;;;;;;;;
virtual;50;8;696.3;san jose;;;;;;;;;;;
fisica;74;2;377.32;cartago;;;;;;;;;;;
fisica;61;6;2889.7;puntarenas;;;;;;;;;;;
virtual;72;8;759.52;san jose;;;;;;;;;;;
fisica;37;5;2390.4;limon;;;;;;;;;;;
virtual;33;6;1564.4;puntarenas;;;;;;;;;;;
virtual;44;1;1969.2;san jose;;;;;;;;;;;
fisica;34;2;125.63;cartago;;;;;;;;;;;
fisica;56;5;1186.2;limon;;;;;;;;;;;
fisica;47;2;2339.3;puntarenas;;;;;;;;;;;
virtual;60;5;566.36;san jose;;;;;;;;;;;
fisica;81;7;169.69;cartago;;;;;;;;;;;
fisica;21;7;1811.1;puntarenas;;;;;;;;;;;
virtual;54;5;266.82;limon;;;;;;;;;;;
virtual;43;2;1359.3;puntarenas;;;;;;;;;;;
fisica;53;6;353.73;cartago;;;;;;;;;;;
virtual;37;4;1787;san jose;;;;;;;;;;;
fisica;51;4;1605.4;puntarenas;;;;;;;;;;;
virtual;27;7;1582.6;puntarenas;;;;;;;;;;;
virtual;68;2;69.77;san jose;;;;;;;;;;;
virtual;33;3;563.41;san jose;;;;;;;;;;;
fisica;35;2;2859.5;limon;;;;;;;;;;;
virtual;65;8;84.55;limon;;;;;;;;;;;
fisica;32;6;418.53;cartago;;;;;;;;;;;
fisica;43;7;419.8;cartago;;;;;;;;;;;
virtual;31;7;1089.9;puntarenas;;;;;;;;;;;
virtual;61;1;494.41;limon;;;;;;;;;;;
fisica;46;7;215.2;cartago;;;;;;;;;;;
fisica;44;4;2743.8;puntarenas;;;;;;;;;;;
fisica;33;7;231.17;cartago;;;;;;;;;;;
virtual;31;2;1124.7;san jose;;;;;;;;;;;
virtual;23;7;1211.7;san jose;;;;;;;;;;;
virtual;29;4;213.82;puntarenas;;;;;;;;;;;
fisica;53;2;2448.6;limon;;;;;;;;;;;
fisica;21;2;1483.1;puntarenas;;;;;;;;;;;
virtual;53;4;922.68;puntarenas;;;;;;;;;;;
fisica;32;3;437.93;puntarenas;;;;;;;;;;;
fisica;35;5;440.27;cartago;;;;;;;;;;;
virtual;40;7;451;puntarenas;;;;;;;;;;;
fisica;29;6;372.69;cartago;;;;;;;;;;;
fisica;40;4;2613.3;limon;;;;;;;;;;;
virtual;55;2;104.09;limon;;;;;;;;;;;
fisica;48;5;2933.5;puntarenas;;;;;;;;;;;
fisica;54;5;1580.6;san jose;;;;;;;;;;;
virtual;21;3;1955.1;puntarenas;;;;;;;;;;;
virtual;66;5;848.58;limon;;;;;;;;;;;
virtual;35;4;117.74;limon;;;;;;;;;;;
virtual;36;3;437.08;puntarenas;;;;;;;;;;;
virtual;31;3;1609.4;san jose;;;;;;;;;;;
fisica;52;6;312.04;cartago;;;;;;;;;;;
virtual;39;4;1784.2;puntarenas;;;;;;;;;;;
fisica;76;5;273.35;cartago;;;;;;;;;;;
virtual;32;4;505.87;san jose;;;;;;;;;;;
fisica;34;4;127.69;cartago;;;;;;;;;;;
fisica;42;7;2469.6;puntarenas;;;;;;;;;;;
fisica;46;5;967.93;limon;;;;;;;;;;;
fisica;22;3;668.47;puntarenas;;;;;;;;;;;
fisica;56;6;158.31;san jose;;;;;;;;;;;
virtual;35;8;608.96;limon;;;;;;;;;;;
fisica;31;5;745.74;san jose;;;;;;;;;;;
fisica;42;3;433.34;san jose;;;;;;;;;;;
virtual;72;5;659.44;san jose;;;;;;;;;;;
fisica;38;3;40.72;cartago;;;;;;;;;;;
fisica;65;1;148.66;cartago;;;;;;;;;;;
fisica;59;6;2595;puntarenas;;;;;;;;;;;
virtual;44;3;362.76;limon;;;;;;;;;;;
fisica;47;5;343.25;cartago;;;;;;;;;;;
virtual;36;3;741.51;limon;;;;;;;;;;;
virtual;34;4;1570.5;puntarenas;;;;;;;;;;;
fisica;33;2;103.94;cartago;;;;;;;;;;;
fisica;76;3;94.35;cartago;;;;;;;;;;;
virtual;44;5;483.95;san jose;;;;;;;;;;;
fisica;48;3;444.55;cartago;;;;;;;;;;;
fisica;32;6;1317.6;san jose;;;;;;;;;;;
virtual;54;1;159.87;limon;;;;;;;;;;;
fisica;85;7;137.67;cartago;;;;;;;;;;;
virtual;30;6;57.69;limon;;;;;;;;;;;
fisica;26;5;2444.3;limon;;;;;;;;;;;
virtual;55;2;607.13;san jose;;;;;;;;;;;
fisica;23;7;794.63;limon;;;;;;;;;;;
virtual;46;5;79.31;puntarenas;;;;;;;;;;;
virtual;35;2;77.67;san jose;;;;;;;;;;;
virtual;53;3;1363.9;puntarenas;;;;;;;;;;;
fisica;41;6;2448.4;puntarenas;;;;;;;;;;;
fisica;62;8;248.22;cartago;;;;;;;;;;;
virtual;31;3;431.85;limon;;;;;;;;;;;
virtual;52;5;583.98;san jose;;;;;;;;;;;
fisica;70;5;398.09;cartago;;;;;;;;;;;
fisica;31;1;188.78;cartago;;;;;;;;;;;
virtual;30;5;331.57;limon;;;;;;;;;;;
fisica;36;6;891.9;puntarenas;;;;;;;;;;;
virtual;30;6;1103.3;puntarenas;;;;;;;;;;;
fisica;63;8;237.89;cartago;;;;;;;;;;;
fisica;44;5;2357.2;puntarenas;;;;;;;;;;;
virtual;30;6;718.83;limon;;;;;;;;;;;
fisica;76;3;282.44;cartago;;;;;;;;;;;
virtual;38;1;1136.7;san jose;;;;;;;;;;;
fisica;53;5;99.11;san jose;;;;;;;;;;;
virtual;47;4;799.24;puntarenas;;;;;;;;;;;
virtual;41;5;197.24;puntarenas;;;;;;;;;;;
fisica;32;6;247.38;san jose;;;;;;;;;;;
virtual;33;2;1245.2;san jose;;;;;;;;;;;
virtual;28;3;368.17;puntarenas;;;;;;;;;;;
fisica;74;3;435.46;cartago;;;;;;;;;;;
virtual;50;5;994.85;limon;;;;;;;;;;;
virtual;35;6;1035;puntarenas;;;;;;;;;;;
virtual;65;5;542.01;san jose;;;;;;;;;;;
fisica;83;6;186.49;cartago;;;;;;;;;;;
fisica;33;5;1807.4;limon;;;;;;;;;;;
fisica;46;2;200.13;cartago;;;;;;;;;;;
fisica;45;3;11.07;cartago;;;;;;;;;;;
virtual;25;4;770.69;limon;;;;;;;;;;;
fisica;42;4;2582.8;puntarenas;;;;;;;;;;;
virtual;44;2;559.5;puntarenas;;;;;;;;;;;
fisica;70;6;123.51;cartago;;;;;;;;;;;
fisica;59;4;212.35;san jose;;;;;;;;;;;
virtual;54;3;449.87;san jose;;;;;;;;;;;
fisica;48;2;2036.2;puntarenas;;;;;;;;;;;
virtual;30;3;424.78;puntarenas;;;;;;;;;;;
fisica;19;6;694.58;limon;;;;;;;;;;;
fisica;47;4;81.05;cartago;;;;;;;;;;;
virtual;46;6;332.95;puntarenas;;;;;;;;;;;
virtual;23;2;1689.5;puntarenas;;;;;;;;;;;
virtual;22;2;256.38;puntarenas;;;;;;;;;;;
virtual;28;7;1998.1;san jose;;;;;;;;;;;
fisica;49;5;1142.1;limon;;;;;;;;;;;
virtual;53;6;353.06;limon;;;;;;;;;;;
fisica;34;7;80.34;cartago;;;;;;;;;;;
fisica;38;5;432.56;cartago;;;;;;;;;;;
fisica;37;4;1842.2;san jose;;;;;;;;;;;
virtual;25;3;390.43;san jose;;;;;;;;;;;
virtual;48;4;1515.1;san jose;;;;;;;;;;;
virtual;44;1;868.93;limon;;;;;;;;;;;
fisica;83;7;379.81;cartago;;;;;;;;;;;
virtual;31;4;238.62;limon;;;;;;;;;;;
fisica;20;7;751.23;san jose;;;;;;;;;;;
fisica;71;7;218.25;cartago;;;;;;;;;;;
fisica;54;5;94.27;cartago;;;;;;;;;;;
virtual;72;3;361.01;limon;;;;;;;;;;;
fisica;58;1;131.2;cartago;;;;;;;;;;;
fisica;37;7;296.53;cartago;;;;;;;;;;;
virtual;33;5;1392;puntarenas;;;;;;;;;;;
virtual;24;3;893.32;limon;;;;;;;;;;;
fisica;54;6;2449.3;puntarenas;;;;;;;;;;;
virtual;64;5;85.74;limon;;;;;;;;;;;
fisica;40;5;2471.1;limon;;;;;;;;;;;
fisica;77;2;496.43;cartago;;;;;;;;;;;
fisica;42;8;24.33;cartago;;;;;;;;;;;
fisica;24;4;2758.4;puntarenas;;;;;;;;;;;
virtual;22;7;1495.4;puntarenas;;;;;;;;;;;
virtual;28;8;203.49;puntarenas;;;;;;;;;;;
fisica;49;6;205.17;cartago;;;;;;;;;;;
fisica;47;2;1293.4;puntarenas;;;;;;;;;;;
virtual;46;2;593.48;limon;;;;;;;;;;;
fisica;81;4;209.32;cartago;;;;;;;;;;;
virtual;57;5;831.04;san jose;;;;;;;;;;;
fisica;29;5;464.19;cartago;;;;;;;;;;;
virtual;55;2;1388.6;puntarenas;;;;;;;;;;;
virtual;48;6;1889.9;puntarenas;;;;;;;;;;;
virtual;53;6;234.95;limon;;;;;;;;;;;
fisica;77;5;239.09;cartago;;;;;;;;;;;
virtual;68;6;94.13;san jose;;;;;;;;;;;
fisica;27;2;669.76;san jose;;;;;;;;;;;
virtual;43;1;363.93;limon;;;;;;;;;;;
fisica;20;7;765.23;puntarenas;;;;;;;;;;;
virtual;48;7;561.87;puntarenas;;;;;;;;;;;
virtual;66;3;405.41;limon;;;;;;;;;;;
fisica;37;8;124.43;limon;;;;;;;;;;;
virtual;21;3;1779;san jose;;;;;;;;;;;
fisica;53;2;2737.4;limon;;;;;;;;;;;
fisica;38;7;468.91;cartago;;;;;;;;;;;
virtual;35;2;85.24;puntarenas;;;;;;;;;;;
fisica;34;8;1988.1;limon;;;;;;;;;;;
virtual;38;2;744.5;san jose;;;;;;;;;;;
fisica;35;4;546.41;san jose;;;;;;;;;;;
fisica;50;2;68.07;cartago;;;;;;;;;;;
virtual;49;7;61.39;san jose;;;;;;;;;;;
virtual;44;1;1221.1;puntarenas;;;;;;;;;;;
fisica;52;2;1086.7;limon;;;;;;;;;;;
fisica;54;5;915.42;san jose;;;;;;;;;;;
fisica;32;7;2602.7;puntarenas;;;;;;;;;;;
fisica;19;6;2744.3;puntarenas;;;;;;;;;;;
virtual;25;3;1118.1;puntarenas;;;;;;;;;;;
virtual;48;6;650.34;san jose;;;;;;;;;;;
fisica;46;5;1700.1;san jose;;;;;;;;;;;
virtual;69;3;182.75;limon;;;;;;;;;;;
fisica;48;6;236.67;cartago;;;;;;;;;;;
virtual;42;4;333.46;limon;;;;;;;;;;;
fisica;49;4;462.44;cartago;;;;;;;;;;;
fisica;44;8;125.77;cartago;;;;;;;;;;;
fisica;48;3;343.19;cartago;;;;;;;;;;;
virtual;62;3;861.99;limon;;;;;;;;;;;
virtual;45;1;598.59;puntarenas;;;;;;;;;;;
fisica;43;2;344.56;cartago;;;;;;;;;;;
virtual;42;4;577.39;san jose;;;;;;;;;;;
virtual;27;1;731.96;puntarenas;;;;;;;;;;;
virtual;19;6;238.44;san jose;;;;;;;;;;;
virtual;52;3;1318.3;san jose;;;;;;;;;;;
fisica;32;3;224.63;cartago;;;;;;;;;;;
virtual;42;3;1794;puntarenas;;;;;;;;;;;
fisica;61;6;2915.5;puntarenas;;;;;;;;;;;
fisica;58;3;2142.8;puntarenas;;;;;;;;;;;
fisica;27;3;1681.7;limon;;;;;;;;;;;
fisica;84;5;313.12;cartago;;;;;;;;;;;
virtual;55;3;96.69;limon;;;;;;;;;;;
virtual;70;6;227.26;san jose;;;;;;;;;;;
virtual;64;7;883.11;limon;;;;;;;;;;;
virtual;53;3;201.65;puntarenas;;;;;;;;;;;
fisica;79;1;180.52;cartago;;;;;;;;;;;
virtual;49;3;135.48;san jose;;;;;;;;;;;
fisica;31;7;816.14;puntarenas;;;;;;;;;;;
fisica;63;2;1684.6;limon;;;;;;;;;;;
fisica;53;7;1462.2;puntarenas;;;;;;;;;;;
fisica;45;7;1076.9;puntarenas;;;;;;;;;;;
fisica;82;6;63.54;cartago;;;;;;;;;;;
fisica;70;8;152.26;cartago;;;;;;;;;;;
fisica;77;8;490.32;cartago;;;;;;;;;;;
fisica;48;3;373.68;cartago;;;;;;;;;;;
virtual;48;3;154.31;limon;;;;;;;;;;;
virtual;66;1;637.79;limon;;;;;;;;;;;
virtual;26;4;1229.9;puntarenas;;;;;;;;;;;
fisica;33;4;295.09;cartago;;;;;;;;;;;
virtual;71;2;701.72;limon;;;;;;;;;;;
fisica;30;2;152.49;cartago;;;;;;;;;;;
fisica;40;4;1216.3;puntarenas;;;;;;;;;;;
virtual;45;5;1371.8;puntarenas;;;;;;;;;;;
virtual;52;3;892.09;limon;;;;;;;;;;;
fisica;28;6;2262.6;puntarenas;;;;;;;;;;;
fisica;59;4;444.52;puntarenas;;;;;;;;;;;
virtual;41;2;1406.3;puntarenas;;;;;;;;;;;
fisica;23;6;450.85;puntarenas;;;;;;;;;;;
virtual;28;3;340.97;san jose;;;;;;;;;;;
fisica;81;2;279.51;cartago;;;;;;;;;;;
virtual;41;5;1352.3;san jose;;;;;;;;;;;
fisica;64;1;302.66;cartago;;;;;;;;;;;
fisica;43;6;8.55;cartago;;;;;;;;;;;
fisica;55;5;389.79;cartago;;;;;;;;;;;
virtual;38;7;120.08;san jose;;;;;;;;;;;
fisica;58;8;184.84;cartago;;;;;;;;;;;
virtual;44;4;899.84;puntarenas;;;;;;;;;;;
virtual;46;8;1140;san jose;;;;;;;;;;;
virtual;59;2;822.19;san jose;;;;;;;;;;;
virtual;58;6;153.63;limon;;;;;;;;;;;
virtual;68;4;948.36;san jose;;;;;;;;;;;
virtual;23;6;296.93;puntarenas;;;;;;;;;;;
fisica;49;4;416.42;cartago;;;;;;;;;;;
virtual;34;6;528.99;san jose;;;;;;;;;;;
fisica;51;6;419.51;cartago;;;;;;;;;;;
virtual;62;3;482.44;limon;;;;;;;;;;;
fisica;84;7;308.78;cartago;;;;;;;;;;;
virtual;52;4;1263.2;san jose;;;;;;;;;;;
fisica;62;1;2287.6;puntarenas;;;;;;;;;;;
virtual;24;5;163.29;puntarenas;;;;;;;;;;;
virtual;28;5;716.55;puntarenas;;;;;;;;;;;
fisica;62;3;150.78;cartago;;;;;;;;;;;
virtual;68;5;209.97;san jose;;;;;;;;;;;
fisica;59;6;219.34;cartago;;;;;;;;;;;
virtual;72;7;456.56;limon;;;;;;;;;;;
fisica;41;4;412.93;cartago;;;;;;;;;;;
virtual;63;7;569.5;san jose;;;;;;;;;;;
virtual;55;8;703.84;san jose;;;;;;;;;;;
fisica;60;5;2784;puntarenas;;;;;;;;;;;
fisica;61;2;2876.7;puntarenas;;;;;;;;;;;
virtual;28;2;645.68;san jose;;;;;;;;;;;
fisica;53;6;172.96;cartago;;;;;;;;;;;
virtual;57;2;490.08;limon;;;;;;;;;;;
fisica;61;5;2342.2;puntarenas;;;;;;;;;;;
fisica;34;3;1562.3;puntarenas;;;;;;;;;;;
virtual;41;3;530.6;puntarenas;;;;;;;;;;;
virtual;55;3;203.27;limon;;;;;;;;;;;
fisica;37;5;1315;limon;;;;;;;;;;;
virtual;58;3;881.95;limon;;;;;;;;;;;
virtual;34;6;76.34;limon;;;;;;;;;;;
virtual;38;5;1059.3;san jose;;;;;;;;;;;
fisica;27;3;1151.1;puntarenas;;;;;;;;;;;
virtual;30;5;1785.2;puntarenas;;;;;;;;;;;
virtual;54;3;821.46;san jose;;;;;;;;;;;
fisica;33;7;2125.4;puntarenas;;;;;;;;;;;
fisica;38;5;306.22;san jose;;;;;;;;;;;
virtual;61;2;379.07;limon;;;;;;;;;;;
virtual;53;8;158.06;puntarenas;;;;;;;;;;;
fisica;63;2;257.9;cartago;;;;;;;;;;;
virtual;51;3;1107.2;san jose;;;;;;;;;;;
fisica;71;6;299.56;cartago;;;;;;;;;;;
fisica;53;3;476.22;cartago;;;;;;;;;;;
fisica;40;7;371.84;cartago;;;;;;;;;;;
fisica;35;4;288.65;cartago;;;;;;;;;;;
virtual;58;4;110.26;limon;;;;;;;;;;;
fisica;82;7;272.58;cartago;;;;;;;;;;;
virtual;39;6;413.71;san jose;;;;;;;;;;;
fisica;38;6;117.84;cartago;;;;;;;;;;;
fisica;46;2;1731.8;puntarenas;;;;;;;;;;;
virtual;32;1;486.88;puntarenas;;;;;;;;;;;
fisica;23;6;974.62;puntarenas;;;;;;;;;;;
virtual;37;8;401.27;limon;;;;;;;;;;;
virtual;20;1;445.21;puntarenas;;;;;;;;;;;
virtual;46;1;918.93;san jose;;;;;;;;;;;
fisica;27;2;1884.1;puntarenas;;;;;;;;;;;
virtual;65;2;755.06;limon;;;;;;;;;;;
fisica;38;2;1632.7;san jose;;;;;;;;;;;
virtual;44;2;923.41;san jose;;;;;;;;;;;
virtual;27;3;1571.2;san jose;;;;;;;;;;;
virtual;62;1;485.34;limon;;;;;;;;;;;
virtual;37;7;112.35;limon;;;;;;;;;;;
virtual;40;6;865.29;san jose;;;;;;;;;;;
fisica;85;6;344.31;cartago;;;;;;;;;;;
fisica;46;5;208.32;cartago;;;;;;;;;;;
virtual;44;3;225.48;limon;;;;;;;;;;;
virtual;25;7;675.47;puntarenas;;;;;;;;;;;
fisica;22;7;2256.7;limon;;;;;;;;;;;
virtual;30;7;1488.2;san jose;;;;;;;;;;;
fisica;36;6;2832.3;puntarenas;;;;;;;;;;;
virtual;43;1;714.73;san jose;;;;;;;;;;;
virtual;30;5;344.97;san jose;;;;;;;;;;;
virtual;24;7;989.43;san jose;;;;;;;;;;;
virtual;19;7;1659.3;puntarenas;;;;;;;;;;;
virtual;60;6;614.29;limon;;;;;;;;;;;
virtual;24;4;259.47;san jose;;;;;;;;;;;
fisica;50;4;324.44;limon;;;;;;;;;;;
fisica;62;8;1198.9;limon;;;;;;;;;;;
fisica;48;1;349.3;cartago;;;;;;;;;;;
virtual;40;4;547.04;limon;;;;;;;;;;;
virtual;36;8;422.61;san jose;;;;;;;;;;;
fisica;55;4;223.28;cartago;;;;;;;;;;;
fisica;18;1;483.65;puntarenas;;;;;;;;;;;
virtual;40;5;1008;puntarenas;;;;;;;;;;;
virtual;50;3;62.28;limon;;;;;;;;;;;
virtual;43;4;501.19;limon;;;;;;;;;;;
virtual;50;2;1852.7;puntarenas;;;;;;;;;;;
virtual;63;3;861.62;san jose;;;;;;;;;;;
fisica;79;8;343.89;cartago;;;;;;;;;;;
fisica;19;4;1605.2;puntarenas;;;;;;;;;;;
virtual;29;4;516.25;limon;;;;;;;;;;;
fisica;48;5;2379.8;limon;;;;;;;;;;;
fisica;72;4;435.46;cartago;;;;;;;;;;;
fisica;54;1;50.48;cartago;;;;;;;;;;;
fisica;38;6;2674.7;puntarenas;;;;;;;;;;;
fisica;49;4;1736;puntarenas;;;;;;;;;;;
fisica;72;4;485.61;cartago;;;;;;;;;;;
virtual;34;2;1248.4;san jose;;;;;;;;;;;
virtual;38;4;89.21;san jose;;;;;;;;;;;
virtual;59;7;311.69;limon;;;;;;;;;;;
virtual;45;7;1526.4;puntarenas;;;;;;;;;;;
fisica;25;7;998.31;limon;;;;;;;;;;;
fisica;48;6;2522.2;puntarenas;;;;;;;;;;;
virtual;28;5;598.59;san jose;;;;;;;;;;;
virtual;36;2;425.62;san jose;;;;;;;;;;;
fisica;32;3;400.22;cartago;;;;;;;;;;;
fisica;53;4;2544.3;puntarenas;;;;;;;;;;;
fisica;80;3;84.49;cartago;;;;;;;;;;;
fisica;83;8;491.85;cartago;;;;;;;;;;;
virtual;71;7;850.61;limon;;;;;;;;;;;
fisica;80;7;94.52;cartago;;;;;;;;;;;
virtual;24;3;274.59;puntarenas;;;;;;;;;;;
fisica;47;4;297.22;cartago;;;;;;;;;;;
fisica;22;7;127.83;limon;;;;;;;;;;;
virtual;26;4;200.27;san jose;;;;;;;;;;;
fisica;56;7;210.11;cartago;;;;;;;;;;;
virtual;47;8;364.13;puntarenas;;;;;;;;;;;
virtual;27;8;476.92;limon;;;;;;;;;;;
virtual;40;3;961.22;puntarenas;;;;;;;;;;;
virtual;35;5;956.87;san jose;;;;;;;;;;;
fisica;43;6;160.07;limon;;;;;;;;;;;
virtual;49;3;93.92;san jose;;;;;;;;;;;
virtual;34;4;634.42;limon;;;;;;;;;;;
virtual;64;3;220.75;san jose;;;;;;;;;;;
virtual;29;8;1496.7;san jose;;;;;;;;;;;
fisica;41;8;276.73;cartago;;;;;;;;;;;
fisica;51;2;75.49;cartago;;;;;;;;;;;
fisica;41;2;2563.1;puntarenas;;;;;;;;;;;
fisica;77;5;65.83;cartago;;;;;;;;;;;
virtual;32;5;961.2;limon;;;;;;;;;;;
fisica;78;6;342.48;cartago;;;;;;;;;;;
virtual;70;4;320.79;san jose;;;;;;;;;;;
fisica;20;6;1184.7;puntarenas;;;;;;;;;;;
fisica;61;7;390.26;cartago;;;;;;;;;;;
virtual;72;6;470.87;san jose;;;;;;;;;;;
virtual;20;7;1233;puntarenas;;;;;;;;;;;
fisica;47;5;2882.1;puntarenas;;;;;;;;;;;
fisica;51;8;750.52;puntarenas;;;;;;;;;;;
virtual;33;4;451.98;limon;;;;;;;;;;;
fisica;54;6;303.74;puntarenas;;;;;;;;;;;
virtual;64;6;708.74;limon;;;;;;;;;;;
fisica;50;4;173.88;cartago;;;;;;;;;;;
virtual;46;7;206;puntarenas;;;;;;;;;;;
fisica;53;6;1967.4;limon;;;;;;;;;;;
fisica;50;7;220.52;cartago;;;;;;;;;;;
fisica;19;4;885.59;san jose;;;;;;;;;;;
fisica;39;5;360.5;cartago;;;;;;;;;;;
fisica;37;7;2844.6;limon;;;;;;;;;;;
virtual;37;1;753.76;puntarenas;;;;;;;;;;;
fisica;31;4;1772.9;limon;;;;;;;;;;;
fisica;64;2;41.94;cartago;;;;;;;;;;;
virtual;66;2;703.33;limon;;;;;;;;;;;
fisica;52;3;172.48;cartago;;;;;;;;;;;
fisica;52;7;1170.5;limon;;;;;;;;;;;
fisica;44;5;2603.4;limon;;;;;;;;;;;
virtual;34;2;495.81;san jose;;;;;;;;;;;
virtual;36;4;982.02;san jose;;;;;;;;;;;
virtual;30;2;814.12;limon;;;;;;;;;;;
virtual;34;3;1867.9;puntarenas;;;;;;;;;;;
fisica;74;4;339.59;cartago;;;;;;;;;;;
virtual;26;7;161.42;puntarenas;;;;;;;;;;;
